algorithm,seed,episode,global_timestep,episode_step,action_id,action_name,reward,done,truncated,accepted,abandoned,question_asked,over_budget,recommended,genre_recommended,user_type,step_count,obs_uncertainty,obs_engagement,obs_budget_ratio,obs_step_ratio,epsilon,cumulative_reward
q_learning,42,0,1,1,10,rec_documentary,-0.35199999999999987,False,False,False,False,False,False,True,documentary,action_focused,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,1.0,-0.35199999999999987
q_learning,42,0,2,2,4,q_fast_paced,0.49600000000000016,False,False,False,False,True,False,False,,action_focused,2,0.8100000023841858,0.6399999856948853,0.6666666865348816,0.1666666716337204,1.0,0.1440000000000003
q_learning,42,0,3,3,2,q_serious,0.4240000000000001,False,False,False,False,True,False,False,,action_focused,3,0.8600000143051147,0.5600000023841858,0.3333333432674408,0.25,1.0,0.5680000000000004
q_learning,42,0,4,4,10,rec_documentary,-0.5679999999999998,False,False,False,False,False,False,True,documentary,action_focused,4,0.9200000166893005,0.47999998927116394,0.3333333432674408,0.3333333432674408,1.0,5.551115123125783e-16
q_learning,42,0,5,5,3,q_light,-4.22,True,False,False,True,True,False,False,,action_focused,5,0.9700000286102295,0.4000000059604645,0.0,0.4166666567325592,1.0,-4.219999999999999
q_learning,42,1,6,1,2,q_serious,0.5590000000000002,False,False,False,False,True,False,False,,novelty_seeking,1,0.75,0.7099999785423279,0.6666666865348816,0.0833333358168602,0.995,0.5590000000000002
q_learning,42,1,7,2,1,q_exploratory,-4.022,True,False,False,True,True,False,False,,novelty_seeking,2,0.800000011920929,0.6200000047683716,0.3333333432674408,0.1666666716337204,0.995,-3.463
q_learning,42,2,8,1,5,q_calm,-3.941,True,False,False,True,True,False,False,,novelty_seeking,1,0.75,0.7099999785423279,0.6666666865348816,0.0833333358168602,0.990025,-3.941
q_learning,42,3,9,1,4,q_fast_paced,0.5320000000000001,False,False,False,False,True,False,False,,question_sensitive,1,0.75,0.6800000071525574,0.6666666865348816,0.0833333358168602,0.985074875,0.5320000000000001
q_learning,42,3,10,2,9,rec_scifi,-0.45999999999999985,False,False,False,False,False,False,True,scifi,question_sensitive,2,0.8100000023841858,0.6000000238418579,0.6666666865348816,0.1666666716337204,0.985074875,0.07200000000000029
q_learning,42,3,11,3,8,rec_drama,-0.5319999999999998,False,False,False,False,False,False,True,drama,question_sensitive,3,0.8700000047683716,0.5199999809265137,0.6666666865348816,0.25,0.985074875,-0.4599999999999995
q_learning,42,3,12,4,10,rec_documentary,-0.6039999999999999,False,False,False,False,False,False,True,documentary,question_sensitive,4,0.9300000071525574,0.4399999976158142,0.6666666865348816,0.3333333432674408,0.985074875,-1.0639999999999994
q_learning,42,3,13,5,2,q_serious,0.20800000000000007,False,False,False,False,True,False,False,,question_sensitive,5,0.9800000190734863,0.3199999928474426,0.3333333432674408,0.4166666567325592,0.985074875,-0.8559999999999993
q_learning,42,3,14,6,3,q_light,0.1000000000000001,False,False,False,False,True,False,False,,question_sensitive,6,1.0,0.20000000298023224,0.0,0.5,0.985074875,-0.7559999999999992
q_learning,42,3,15,7,2,q_serious,-0.8199999999999998,False,False,False,False,False,True,False,,question_sensitive,7,1.0,0.20000000298023224,0.0,0.5833333134651184,0.985074875,-1.5759999999999992
q_learning,42,3,16,8,6,rec_action,-0.8919999999999999,False,False,False,False,False,False,True,action,question_sensitive,8,1.0,0.11999999731779099,0.0,0.6666666865348816,0.985074875,-2.467999999999999
q_learning,42,3,17,9,6,rec_action,-1.214,False,False,False,False,False,False,True,action,question_sensitive,9,1.0,0.03999999910593033,0.0,0.75,0.985074875,-3.681999999999999
q_learning,42,3,18,10,8,rec_drama,-1.0,False,False,False,False,False,False,True,drama,question_sensitive,10,1.0,0.0,0.0,0.8333333134651184,0.985074875,-4.681999999999999
q_learning,42,3,19,11,1,q_exploratory,-1.0,False,False,False,False,False,True,False,,question_sensitive,11,1.0,0.0,0.0,0.9166666865348816,0.985074875,-5.681999999999999
q_learning,42,3,20,12,9,rec_scifi,-1.0,True,True,False,False,False,False,True,scifi,question_sensitive,12,1.0,0.0,0.0,1.0,0.985074875,-6.681999999999999
q_learning,42,4,21,1,3,q_light,0.5590000000000002,False,False,False,False,True,False,False,,novelty_seeking,1,0.75,0.7099999785423279,0.6666666865348816,0.0833333358168602,0.9801495006250001,0.5590000000000002
q_learning,42,4,22,2,6,rec_action,-4.933,True,False,False,True,False,False,True,action,novelty_seeking,2,0.8100000023841858,0.6299999952316284,0.6666666865348816,0.1666666716337204,0.9801495006250001,-4.374
q_learning,42,5,23,1,7,rec_comedy,-0.35199999999999987,False,False,False,False,False,False,True,comedy,action_focused,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9752487531218751,-0.35199999999999987
q_learning,42,5,24,2,0,q_familiar,0.49600000000000016,False,False,False,False,True,False,False,,action_focused,2,0.8100000023841858,0.6399999856948853,0.6666666865348816,0.1666666716337204,0.9752487531218751,0.1440000000000003
q_learning,42,5,25,3,7,rec_comedy,6.648,False,False,True,False,False,False,True,comedy,action_focused,3,0.6899999976158142,0.7200000286102295,0.6666666865348816,0.25,0.9752487531218751,6.792
q_learning,42,5,26,4,5,q_calm,-4.004,True,False,False,True,True,False,False,,action_focused,4,0.7400000095367432,0.6399999856948853,0.3333333432674408,0.3333333432674408,0.9752487531218751,2.7880000000000003
q_learning,42,6,27,1,3,q_light,0.5680000000000002,False,False,False,False,True,False,False,,action_focused,1,0.75,0.7200000286102295,0.6666666865348816,0.0833333358168602,0.9703725093562657,0.5680000000000002
q_learning,42,6,28,2,1,q_exploratory,0.49600000000000016,False,False,False,False,True,False,False,,action_focused,2,0.800000011920929,0.6399999856948853,0.3333333432674408,0.1666666716337204,0.9703725093562657,1.0640000000000003
q_learning,42,6,29,3,1,q_exploratory,0.1740000000000001,False,False,False,False,True,False,False,,action_focused,3,0.8500000238418579,0.5600000023841858,0.0,0.25,0.9703725093562657,1.2380000000000004
q_learning,42,6,30,4,3,q_light,-0.4959999999999999,False,False,False,False,False,True,False,,action_focused,4,0.8500000238418579,0.5600000023841858,0.0,0.3333333432674408,0.9703725093562657,0.7420000000000005
q_learning,42,6,31,5,7,rec_comedy,6.5760000000000005,False,False,True,False,False,False,True,comedy,action_focused,5,0.7300000190734863,0.6399999856948853,0.0,0.4166666567325592,0.9703725093562657,7.318000000000001
q_learning,42,6,32,6,8,rec_drama,6.648,False,False,True,False,False,False,True,drama,action_focused,6,0.6100000143051147,0.7200000286102295,0.0,0.5,0.9703725093562657,13.966000000000001
q_learning,42,6,33,7,4,q_fast_paced,-0.35199999999999987,False,False,False,False,False,True,False,,action_focused,7,0.6100000143051147,0.7200000286102295,0.0,0.5833333134651184,0.9703725093562657,13.614
q_learning,42,6,34,8,1,q_exploratory,-0.35199999999999987,False,False,False,False,False,True,False,,action_focused,8,0.6100000143051147,0.7200000286102295,0.0,0.6666666865348816,0.9703725093562657,13.262
q_learning,42,6,35,9,7,rec_comedy,-0.4239999999999998,False,False,False,False,False,False,True,comedy,action_focused,9,0.6700000166893005,0.6399999856948853,0.0,0.75,0.9703725093562657,12.838000000000001
q_learning,42,6,36,10,8,rec_drama,-0.4959999999999999,False,False,False,False,False,False,True,drama,action_focused,10,0.7300000190734863,0.5600000023841858,0.0,0.8333333134651184,0.9703725093562657,12.342
q_learning,42,6,37,11,0,q_familiar,-0.4959999999999999,False,False,False,False,False,True,False,,action_focused,11,0.7300000190734863,0.5600000023841858,0.0,0.9166666865348816,0.9703725093562657,11.846
q_learning,42,6,38,12,8,rec_drama,6.5760000000000005,True,True,True,False,False,False,True,drama,action_focused,12,0.6100000143051147,0.6399999856948853,0.0,1.0,0.9703725093562657,18.422
q_learning,42,7,39,1,7,rec_comedy,-0.35199999999999987,False,False,False,False,False,False,True,comedy,action_focused,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9655206468094844,-0.35199999999999987
q_learning,42,7,40,2,10,rec_documentary,-0.4239999999999998,False,False,False,False,False,False,True,documentary,action_focused,2,0.8199999928474426,0.6399999856948853,1.0,0.1666666716337204,0.9655206468094844,-0.7759999999999997
q_learning,42,7,41,3,7,rec_comedy,6.648,False,False,True,False,False,False,True,comedy,action_focused,3,0.699999988079071,0.7200000286102295,1.0,0.25,0.9655206468094844,5.872
q_learning,42,7,42,4,0,q_familiar,0.49600000000000016,False,False,False,False,True,False,False,,action_focused,4,0.75,0.6399999856948853,0.6666666865348816,0.3333333432674408,0.9655206468094844,6.368
q_learning,42,7,43,5,9,rec_scifi,-0.4959999999999999,False,False,False,False,False,False,True,scifi,action_focused,5,0.8100000023841858,0.5600000023841858,0.6666666865348816,0.4166666567325592,0.9655206468094844,5.872000000000001
q_learning,42,7,44,6,8,rec_drama,-5.068,True,False,False,True,False,False,True,drama,action_focused,6,0.8700000047683716,0.47999998927116394,0.6666666865348816,0.5,0.9655206468094844,0.8040000000000012
q_learning,42,8,45,1,8,rec_drama,-0.35199999999999987,False,False,False,False,False,False,True,drama,question_sensitive,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.960693043575437,-0.35199999999999987
q_learning,42,8,46,2,1,q_exploratory,0.46000000000000013,False,False,False,False,True,False,False,,question_sensitive,2,0.8100000023841858,0.6000000238418579,0.6666666865348816,0.1666666716337204,0.960693043575437,0.10800000000000026
q_learning,42,8,47,3,6,rec_action,6.612,False,False,True,False,False,False,True,action,question_sensitive,3,0.6899999976158142,0.6800000071525574,0.6666666865348816,0.25,0.960693043575437,6.720000000000001
q_learning,42,8,48,4,7,rec_comedy,-0.45999999999999985,False,False,False,False,False,False,True,comedy,question_sensitive,4,0.75,0.6000000238418579,0.6666666865348816,0.3333333432674408,0.960693043575437,6.260000000000001
q_learning,42,8,49,5,7,rec_comedy,-5.282,True,False,False,True,False,False,True,comedy,question_sensitive,5,0.8100000023841858,0.5199999809265137,0.6666666865348816,0.4166666567325592,0.960693043575437,0.9780000000000006
q_learning,42,9,50,1,2,q_serious,1.318,False,False,False,False,True,False,False,,balanced_viewer,1,0.5699999928474426,0.8600000143051147,0.6666666865348816,0.0833333358168602,0.9558895783575597,1.318
q_learning,42,9,51,2,4,q_fast_paced,0.6490000000000001,False,False,False,False,True,False,False,,balanced_viewer,2,0.6200000047683716,0.8100000023841858,0.3333333432674408,0.1666666716337204,0.9558895783575597,1.967
q_learning,42,9,52,3,2,q_serious,1.3270000000000002,False,False,False,False,True,False,False,,balanced_viewer,3,0.49000000953674316,0.8700000047683716,0.0,0.25,0.9558895783575597,3.2940000000000005
q_learning,42,9,53,4,9,rec_scifi,-0.2889999999999998,False,False,False,False,False,False,True,scifi,balanced_viewer,4,0.550000011920929,0.7900000214576721,0.0,0.3333333432674408,0.9558895783575597,3.005000000000001
q_learning,42,9,54,5,6,rec_action,-0.36099999999999977,False,False,False,False,False,False,True,action,balanced_viewer,5,0.6100000143051147,0.7099999785423279,0.0,0.4166666567325592,0.9558895783575597,2.644000000000001
q_learning,42,9,55,6,9,rec_scifi,6.711,False,False,True,False,False,False,True,scifi,balanced_viewer,6,0.49000000953674316,0.7900000214576721,0.0,0.5,0.9558895783575597,9.355
q_learning,42,9,56,7,2,q_serious,-0.2889999999999998,False,False,False,False,False,True,False,,balanced_viewer,7,0.49000000953674316,0.7900000214576721,0.0,0.5833333134651184,0.9558895783575597,9.066
q_learning,42,9,57,8,6,rec_action,-0.36099999999999977,False,False,False,False,False,False,True,action,balanced_viewer,8,0.550000011920929,0.7099999785423279,0.0,0.6666666865348816,0.9558895783575597,8.705000000000002
q_learning,42,9,58,9,3,q_light,-0.36099999999999977,False,False,False,False,False,True,False,,balanced_viewer,9,0.550000011920929,0.7099999785423279,0.0,0.75,0.9558895783575597,8.344000000000001
q_learning,42,9,59,10,6,rec_action,-0.43299999999999983,False,False,False,False,False,False,True,action,balanced_viewer,10,0.6100000143051147,0.6299999952316284,0.0,0.8333333134651184,0.9558895783575597,7.911000000000001
q_learning,42,9,60,11,10,rec_documentary,-0.5049999999999997,False,False,False,False,False,False,True,documentary,balanced_viewer,11,0.6700000166893005,0.550000011920929,0.0,0.9166666865348816,0.9558895783575597,7.4060000000000015
q_learning,42,9,61,12,6,rec_action,6.567,True,True,True,False,False,False,True,action,balanced_viewer,12,0.550000011920929,0.6299999952316284,0.0,1.0,0.9558895783575597,13.973000000000003
q_learning,42,10,62,1,5,q_calm,0.5320000000000001,False,False,False,False,True,False,False,,question_sensitive,1,0.75,0.6800000071525574,0.6666666865348816,0.0833333358168602,0.9511101304657719,0.5320000000000001
q_learning,42,10,63,2,9,rec_scifi,6.684,False,False,True,False,False,False,True,scifi,question_sensitive,2,0.6299999952316284,0.7599999904632568,0.6666666865348816,0.1666666716337204,0.9511101304657719,7.216
q_learning,42,10,64,3,8,rec_drama,-0.3879999999999999,False,False,False,False,False,False,True,drama,question_sensitive,3,0.6899999976158142,0.6800000071525574,0.6666666865348816,0.25,0.9511101304657719,6.828
q_learning,42,10,65,4,3,q_light,-4.076,True,False,False,True,True,False,False,,question_sensitive,4,0.7400000095367432,0.5600000023841858,0.3333333432674408,0.3333333432674408,0.9511101304657719,2.7520000000000007
q_learning,42,11,66,1,10,rec_documentary,-4.852,True,False,False,True,False,False,True,documentary,question_sensitive,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.946354579813443,-4.852
q_learning,42,12,67,1,6,rec_action,6.792,False,False,True,False,False,False,True,action,balanced_viewer,1,0.5799999833106995,0.8799999952316284,1.0,0.0833333358168602,0.9416228069143757,6.792
q_learning,42,12,68,2,6,rec_action,-0.5299999999999999,False,False,False,False,False,False,True,action,balanced_viewer,2,0.6399999856948853,0.800000011920929,1.0,0.1666666716337204,0.9416228069143757,6.262
q_learning,42,12,69,3,0,q_familiar,-3.9050000000000002,True,False,False,True,True,False,False,,balanced_viewer,3,0.6899999976158142,0.75,0.6666666865348816,0.25,0.9416228069143757,2.3569999999999993
q_learning,42,13,70,1,8,rec_drama,-0.35199999999999987,False,False,False,False,False,False,True,drama,question_sensitive,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9369146928798039,-0.35199999999999987
q_learning,42,13,71,2,8,rec_drama,6.47,False,False,True,False,False,False,True,drama,question_sensitive,2,0.6399999856948853,0.800000011920929,1.0,0.1666666716337204,0.9369146928798039,6.118
q_learning,42,13,72,3,5,q_calm,-3.968,True,False,False,True,True,False,False,,question_sensitive,3,0.6899999976158142,0.6800000071525574,0.6666666865348816,0.25,0.9369146928798039,2.1500000000000004
q_learning,42,14,73,1,8,rec_drama,6.792,False,False,True,False,False,False,True,drama,balanced_viewer,1,0.5799999833106995,0.8799999952316284,1.0,0.0833333358168602,0.9322301194154049,6.792
q_learning,42,14,74,2,0,q_familiar,-3.833,True,False,False,True,True,False,False,,balanced_viewer,2,0.6299999952316284,0.8299999833106995,0.6666666865348816,0.1666666716337204,0.9322301194154049,2.9589999999999996
q_learning,42,15,75,1,7,rec_comedy,-0.35199999999999987,False,False,False,False,False,False,True,comedy,action_focused,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9275689688183278,-0.35199999999999987
q_learning,42,15,76,2,8,rec_drama,6.72,False,False,True,False,False,False,True,drama,action_focused,2,0.6399999856948853,0.800000011920929,1.0,0.1666666716337204,0.9275689688183278,6.368
q_learning,42,15,77,3,7,rec_comedy,6.792,False,False,True,False,False,False,True,comedy,action_focused,3,0.5199999809265137,0.8799999952316284,1.0,0.25,0.9275689688183278,13.16
q_learning,42,15,78,4,0,q_familiar,0.6400000000000001,False,False,False,False,True,False,False,,action_focused,4,0.5699999928474426,0.800000011920929,0.6666666865348816,0.3333333432674408,0.9275689688183278,13.8
q_learning,42,15,79,5,9,rec_scifi,-0.35199999999999987,False,False,False,False,False,False,True,scifi,action_focused,5,0.6299999952316284,0.7200000286102295,0.6666666865348816,0.4166666567325592,0.9275689688183278,13.448
q_learning,42,15,80,6,6,rec_action,-4.9239999999999995,True,False,False,True,False,False,True,action,action_focused,6,0.6899999976158142,0.6399999856948853,0.6666666865348816,0.5,0.9275689688183278,8.524000000000001
q_learning,42,16,81,1,0,q_familiar,0.5590000000000002,False,False,False,False,True,False,False,,novelty_seeking,1,0.75,0.7099999785423279,0.6666666865348816,0.0833333358168602,0.9229311239742362,0.5590000000000002
q_learning,42,16,82,2,7,rec_comedy,-0.43299999999999983,False,False,False,False,False,False,True,comedy,novelty_seeking,2,0.8100000023841858,0.6299999952316284,0.6666666865348816,0.1666666716337204,0.9229311239742362,0.12600000000000033
q_learning,42,16,83,3,0,q_familiar,0.40600000000000014,False,False,False,False,True,False,False,,novelty_seeking,3,0.8600000143051147,0.5400000214576721,0.3333333432674408,0.25,0.9229311239742362,0.5320000000000005
q_learning,42,16,84,4,5,q_calm,-4.175,True,False,False,True,True,False,False,,novelty_seeking,4,0.9100000262260437,0.44999998807907104,0.0,0.3333333432674408,0.9229311239742362,-3.6429999999999993
q_learning,42,17,85,1,0,q_familiar,0.5320000000000001,False,False,False,False,True,False,False,,question_sensitive,1,0.75,0.6800000071525574,0.6666666865348816,0.0833333358168602,0.918316468354365,0.5320000000000001
q_learning,42,17,86,2,1,q_exploratory,0.4240000000000001,False,False,False,False,True,False,False,,question_sensitive,2,0.800000011920929,0.5600000023841858,0.3333333432674408,0.1666666716337204,0.918316468354365,0.9560000000000002
q_learning,42,17,87,3,9,rec_scifi,-5.068,True,False,False,True,False,False,True,scifi,question_sensitive,3,0.8600000143051147,0.47999998927116394,0.3333333432674408,0.25,0.918316468354365,-4.111999999999999
q_learning,42,18,88,1,6,rec_action,-0.35199999999999987,False,False,False,False,False,False,True,action,action_focused,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9137248860125932,-0.35199999999999987
q_learning,42,18,89,2,3,q_light,-4.004,True,False,False,True,True,False,False,,action_focused,2,0.8100000023841858,0.6399999856948853,0.6666666865348816,0.1666666716337204,0.9137248860125932,-4.356
q_learning,42,19,90,1,7,rec_comedy,-0.35199999999999987,False,False,False,False,False,False,True,comedy,balanced_viewer,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9091562615825302,-0.35199999999999987
q_learning,42,19,91,2,5,q_calm,0.5230000000000001,False,False,False,False,True,False,False,,balanced_viewer,2,0.8100000023841858,0.6700000166893005,0.6666666865348816,0.1666666716337204,0.9091562615825302,0.17100000000000026
q_learning,42,19,92,3,3,q_light,0.47800000000000004,False,False,False,False,True,False,False,,balanced_viewer,3,0.8600000143051147,0.6200000047683716,0.3333333432674408,0.25,0.9091562615825302,0.6490000000000002
q_learning,42,19,93,4,5,q_calm,0.433,False,False,False,False,True,False,False,,balanced_viewer,4,0.9100000262260437,0.5699999928474426,0.0,0.3333333432674408,0.9091562615825302,1.0820000000000003
q_learning,42,19,94,5,0,q_familiar,-0.487,False,False,False,False,False,True,False,,balanced_viewer,5,0.9100000262260437,0.5699999928474426,0.0,0.4166666567325592,0.9091562615825302,0.5950000000000003
q_learning,42,19,95,6,10,rec_documentary,-0.559,False,False,False,False,False,False,True,documentary,balanced_viewer,6,0.9700000286102295,0.49000000953674316,0.0,0.5,0.9091562615825302,0.036000000000000254
q_learning,42,19,96,7,2,q_serious,-0.559,False,False,False,False,False,True,False,,balanced_viewer,7,0.9700000286102295,0.49000000953674316,0.0,0.5833333134651184,0.9091562615825302,-0.5229999999999998
q_learning,42,19,97,8,10,rec_documentary,-0.631,False,False,False,False,False,False,True,documentary,balanced_viewer,8,1.0,0.4099999964237213,0.0,0.6666666865348816,0.9091562615825302,-1.154
q_learning,42,19,98,9,9,rec_scifi,-0.7030000000000001,False,False,False,False,False,False,True,scifi,balanced_viewer,9,1.0,0.33000001311302185,0.0,0.75,0.9091562615825302,-1.857
q_learning,42,19,99,10,2,q_serious,-0.7030000000000001,False,False,False,False,False,True,False,,balanced_viewer,10,1.0,0.33000001311302185,0.0,0.8333333134651184,0.9091562615825302,-2.56
q_learning,42,19,100,11,6,rec_action,6.369,False,False,True,False,False,False,True,action,balanced_viewer,11,0.8799999952316284,0.4099999964237213,0.0,0.9166666865348816,0.9091562615825302,3.8089999999999997
q_learning,42,19,101,12,0,q_familiar,-0.631,True,True,False,False,False,True,False,,balanced_viewer,12,0.8799999952316284,0.4099999964237213,0.0,1.0,0.9091562615825302,3.178
q_learning,42,20,102,1,6,rec_action,-0.35199999999999987,False,False,False,False,False,False,True,action,balanced_viewer,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.9046104802746175,-0.35199999999999987
q_learning,42,20,103,2,8,rec_drama,-0.4239999999999998,False,False,False,False,False,False,True,drama,balanced_viewer,2,0.8199999928474426,0.6399999856948853,1.0,0.1666666716337204,0.9046104802746175,-0.7759999999999997
q_learning,42,20,104,3,8,rec_drama,6.398,False,False,True,False,False,False,True,drama,balanced_viewer,3,0.699999988079071,0.7200000286102295,1.0,0.25,0.9046104802746175,5.622
q_learning,42,20,105,4,6,rec_action,-0.4239999999999998,False,False,False,False,False,False,True,action,balanced_viewer,4,0.7599999904632568,0.6399999856948853,1.0,0.3333333432674408,0.9046104802746175,5.198
q_learning,42,20,106,5,9,rec_scifi,6.648,False,False,True,False,False,False,True,scifi,balanced_viewer,5,0.6399999856948853,0.7200000286102295,1.0,0.4166666567325592,0.9046104802746175,11.846
q_learning,42,20,107,6,9,rec_scifi,6.47,False,False,True,False,False,False,True,scifi,balanced_viewer,6,0.5199999809265137,0.800000011920929,1.0,0.5,0.9046104802746175,18.316
q_learning,42,20,108,7,3,q_light,0.5950000000000001,False,False,False,False,True,False,False,,balanced_viewer,7,0.5699999928474426,0.75,0.6666666865348816,0.5833333134651184,0.9046104802746175,18.910999999999998
q_learning,42,20,109,8,1,q_exploratory,0.55,False,False,False,False,True,False,False,,balanced_viewer,8,0.6200000047683716,0.699999988079071,0.3333333432674408,0.6666666865348816,0.9046104802746175,19.461
q_learning,42,20,110,9,4,q_fast_paced,0.505,False,False,False,False,True,False,False,,balanced_viewer,9,0.6700000166893005,0.6499999761581421,0.0,0.75,0.9046104802746175,19.965999999999998
q_learning,42,20,111,10,10,rec_documentary,-0.487,False,False,False,False,False,False,True,documentary,balanced_viewer,10,0.7300000190734863,0.5699999928474426,0.0,0.8333333134651184,0.9046104802746175,19.479
q_learning,42,20,112,11,8,rec_drama,-0.559,False,False,False,False,False,False,True,drama,balanced_viewer,11,0.7900000214576721,0.49000000953674316,0.0,0.9166666865348816,0.9046104802746175,18.919999999999998
q_learning,42,20,113,12,2,q_serious,-0.559,True,True,False,False,False,True,False,,balanced_viewer,12,0.7900000214576721,0.49000000953674316,0.0,1.0,0.9046104802746175,18.360999999999997
q_learning,42,21,114,1,5,q_calm,0.5950000000000001,False,False,False,False,True,False,False,,balanced_viewer,1,0.75,0.75,0.6666666865348816,0.0833333358168602,0.9000874278732445,0.5950000000000001
q_learning,42,21,115,2,7,rec_comedy,-0.3969999999999999,False,False,False,False,False,False,True,comedy,balanced_viewer,2,0.8100000023841858,0.6700000166893005,0.6666666865348816,0.1666666716337204,0.9000874278732445,0.19800000000000018
q_learning,42,21,116,3,0,q_familiar,0.47800000000000004,False,False,False,False,True,False,False,,balanced_viewer,3,0.8600000143051147,0.6200000047683716,0.3333333432674408,0.25,0.9000874278732445,0.6760000000000002
q_learning,42,21,117,4,5,q_calm,0.433,False,False,False,False,True,False,False,,balanced_viewer,4,0.9100000262260437,0.5699999928474426,0.0,0.3333333432674408,0.9000874278732445,1.1090000000000002
q_learning,42,21,118,5,2,q_serious,-0.487,False,False,False,False,False,True,False,,balanced_viewer,5,0.9100000262260437,0.5699999928474426,0.0,0.4166666567325592,0.9000874278732445,0.6220000000000002
q_learning,42,21,119,6,8,rec_drama,-0.559,False,False,False,False,False,False,True,drama,balanced_viewer,6,0.9700000286102295,0.49000000953674316,0.0,0.5,0.9000874278732445,0.06300000000000017
q_learning,42,21,120,7,1,q_exploratory,-0.559,False,False,False,False,False,True,False,,balanced_viewer,7,0.9700000286102295,0.49000000953674316,0.0,0.5833333134651184,0.9000874278732445,-0.4959999999999999
q_learning,42,21,121,8,1,q_exploratory,-0.809,False,False,False,False,False,True,False,,balanced_viewer,8,0.9700000286102295,0.49000000953674316,0.0,0.6666666865348816,0.9000874278732445,-1.305
q_learning,42,21,122,9,2,q_serious,-0.559,False,False,False,False,False,True,False,,balanced_viewer,9,0.9700000286102295,0.49000000953674316,0.0,0.75,0.9000874278732445,-1.8639999999999999
q_learning,42,21,123,10,8,rec_drama,6.513,False,False,True,False,False,False,True,drama,balanced_viewer,10,0.8500000238418579,0.5699999928474426,0.0,0.8333333134651184,0.9000874278732445,4.649
q_learning,42,21,124,11,3,q_light,-0.487,False,False,False,False,False,True,False,,balanced_viewer,11,0.8500000238418579,0.5699999928474426,0.0,0.9166666865348816,0.9000874278732445,4.162
q_learning,42,21,125,12,4,q_fast_paced,-0.487,True,True,False,False,False,True,False,,balanced_viewer,12,0.8500000238418579,0.5699999928474426,0.0,1.0,0.9000874278732445,3.675
q_learning,42,22,126,1,7,rec_comedy,-0.35199999999999987,False,False,False,False,False,False,True,comedy,novelty_seeking,1,0.7599999904632568,0.7200000286102295,1.0,0.0833333358168602,0.8955869907338783,-0.35199999999999987
q_learning,42,22,127,2,6,rec_action,6.72,False,False,True,False,False,False,True,action,novelty_seeking,2,0.6399999856948853,0.800000011920929,1.0,0.1666666716337204,0.8955869907338783,6.368
q_learning,42,22,128,3,0,q_familiar,-3.941,True,False,False,True,True,False,False,,novelty_seeking,3,0.6899999976158142,0.7099999785423279,0.6666666865348816,0.25,0.8955869907338783,2.4270000000000005
q_learning,42,23,129,1,10,rec_documentary,6.792,False,False,True,False,False,False,True,documentary,action_focused,1,0.5799999833106995,0.8799999952316284,1.0,0.0833333358168602,0.8911090557802088,6.792
q_learning,42,23,130,2,6,rec_action,6.864,False,False,True,False,False,False,True,action,action_focused,2,0.46000000834465027,0.9599999785423279,1.0,0.1666666716337204,0.8911090557802088,13.655999999999999
q_learning,42,23,131,3,5,q_calm,0.7120000000000001,False,False,False,False,True,False,False,,action_focused,3,0.5099999904632568,0.8799999952316284,0.6666666865348816,0.25,0.8911090557802088,14.367999999999999
q_learning,42,23,132,4,2,q_serious,0.6400000000000001,False,False,False,False,True,False,False,,action_focused,4,0.5600000023841858,0.800000011920929,0.3333333432674408,0.3333333432674408,0.8911090557802088,15.008
q_learning,42,23,133,5,10,rec_documentary,-0.35199999999999987,False,False,False,False,False,False,True,documentary,action_focused,5,0.6200000047683716,0.7200000286102295,0.3333333432674408,0.4166666567325592,0.8911090557802088,14.655999999999999
q_learning,42,23,134,6,4,q_fast_paced,1.2640000000000002,False,False,False,False,True,False,False,,action_focused,6,0.49000000953674316,0.800000011920929,0.0,0.5,0.8911090557802088,15.919999999999998
q_learning,42,23,135,7,0,q_familiar,-0.2799999999999999,False,False,False,False,False,True,False,,action_focused,7,0.49000000953674316,0.800000011920929,0.0,0.5833333134651184,0.8911090557802088,15.639999999999999
q_learning,42,23,136,8,2,q_serious,-0.2799999999999999,False,False,False,False,False,True,False,,action_focused,8,0.49000000953674316,0.800000011920929,0.0,0.6666666865348816,0.8911090557802088,15.36
q_learning,42,23,137,9,0,q_familiar,-0.2799999999999999,False,False,False,False,False,True,False,,action_focused,9,0.49000000953674316,0.800000011920929,0.0,0.75,0.8911090557802088,15.08
q_learning,42,23,138,10,4,q_fast_paced,-0.2799999999999999,False,False,False,False,False,True,False,,action_focused,10,0.49000000953674316,0.800000011920929,0.0,0.8333333134651184,0.8911090557802088,14.8
q_learning,42,23,139,11,8,rec_drama,-0.35199999999999987,False,False,False,False,False,False,True,drama,action_focused,11,0.550000011920929,0.7200000286102295,0.0,0.9166666865348816,0.8911090557802088,14.448
