episode,reward,epsilon
0,-7.593999999999999,0.995
1,4.952000000000001,0.990025
2,-5.366,0.985074875
3,-6.550000000000001,0.9801495006250001
4,-6.582000000000001,0.9752487531218751
5,-8.874,0.9703725093562657
6,-7.61,0.9655206468094844
7,-7.634,0.960693043575437
8,-5.973999999999998,0.9558895783575597
9,-6.606,0.9511101304657719
10,4.032000000000002,0.946354579813443
11,21.648000000000003,0.9416228069143757
12,5.232,0.9369146928798039
13,-6.606,0.9322301194154049
14,2.469999999999996,0.9275689688183278
15,-0.022000000000002018,0.9229311239742362
16,-7.232,0.918316468354365
17,10.538,0.9137248860125932
18,-2.5760000000000005,0.9091562615825302
19,-6.574,0.9046104802746175
20,0.652000000000001,0.9000874278732445
21,-7.602,0.8955869907338783
22,0.798,0.8911090557802088
23,-7.35,0.8866535105013078
24,12.681999999999999,0.8822202429488013
25,-9.267999999999999,0.8778091417340573
26,-6.550000000000001,0.8734200960253871
27,-0.29599999999999993,0.8690529955452602
28,0.10800000000000254,0.8647077305675338
29,-7.9559999999999995,0.8603841919146962
30,-7.784000000000001,0.8560822709551227
31,-0.8279999999999994,0.851801859600347
32,-3.8739999999999997,0.8475428503023453
33,-7.9559999999999995,0.8433051360508336
34,-7.093999999999999,0.8390886103705794
35,21.444,0.8348931673187264
36,0.47000000000000064,0.8307187014821328
37,-2.2879999999999985,0.8265651079747222
38,-8.806,0.8224322824348486
39,-6.582000000000001,0.8183201210226743
40,-1.1879999999999997,0.8142285204175609
41,-6.582000000000001,0.810157377815473
42,-12.778,0.8061065909263957
43,0.16199999999999992,0.8020760579717637
44,-7.9559999999999995,0.798065677681905
45,-6.140000000000001,0.7940753492934954
46,-8.69,0.7901049725470279
47,3.2760000000000016,0.7861544476842928
48,-7.9559999999999995,0.7822236754458713
49,-7.9559999999999995,0.778312557068642
50,-0.29599999999999993,0.7744209942832988
51,-11.378,0.7705488893118823
52,7.017999999999999,0.7666961448653229
53,9.654000000000003,0.7628626641409962
54,8.669999999999998,0.7590483508202912
55,-6.236,0.7552531090661897
56,-10.049999999999999,0.7514768435208588
57,-0.7199999999999998,0.7477194593032545
58,7.473999999999996,0.7439808620067382
59,-6.606,0.7402609576967045
60,-10.443999999999999,0.736559652908221
61,-7.9559999999999995,0.7328768546436799
62,3.4259999999999984,0.7292124703704616
63,-4.159999999999998,0.7255664080186093
64,-6.582000000000001,0.7219385759785162
65,8.531999999999996,0.7183288830986236
66,-6.140000000000001,0.7147372386831305
67,-7.546,0.7111635524897149
68,-0.8899999999999988,0.7076077347272662
69,-1.3859999999999992,0.7040696960536299
70,-6.236,0.7005493475733617
71,0.524,0.697046600835495
72,-7.9559999999999995,0.6935613678313175
73,-8.074000000000002,0.6900935609921609
74,16.674000000000003,0.6866430931872001
75,-0.018000000000000682,0.6832098777212641
76,0.6919999999999993,0.6797938283326578
77,0.6200000000000001,0.6763948591909945
78,7.523999999999999,0.6730128848950395
79,-6.307999999999998,0.6696478204705644
80,-8.75,0.6662995813682115
81,-1.8860000000000001,0.6629680834613705
82,0.18599999999999905,0.6596532430440636
83,-10.382,0.6563549768288433
84,5.634,0.653073201944699
85,-1.3859999999999992,0.6498078359349755
86,-8.786,0.6465587967553006
87,-10.272,0.6433260027715241
88,-0.9539999999999988,0.6401093727576664
89,-10.998,0.6369088258938781
90,7.452000000000002,0.6337242817644086
91,-0.7940000000000005,0.6305556603555866
92,-7.6579999999999995,0.6274028820538087
93,-9.032,0.6242658676435396
94,-8.921999999999999,0.6211445383053219
95,-3.4660000000000006,0.6180388156137953
96,7.814,0.6149486215357263
97,-7.6579999999999995,0.6118738784280476
98,11.035999999999996,0.6088145090359074
99,2.924,0.6057704364907278
100,-15.402000000000001,0.6027415843082742
101,-9.408,0.5997278763867329
102,-0.7199999999999989,0.5967292370047992
103,4.564,0.5937455908197752
104,-0.9299999999999997,0.5907768628656763
105,-1.6099999999999994,0.5878229785513479
106,-9.182,0.5848838636585911
107,-7.9559999999999995,0.5819594443402982
108,0.6200000000000001,0.5790496471185967
109,11.1,0.5761543988830038
110,-7.9559999999999995,0.5732736268885887
111,8.827999999999998,0.5704072587541458
112,-1.1879999999999997,0.567555222460375
113,14.744,0.5647174463480732
114,0.002000000000000113,0.5618938591163328
115,-0.49399999999999955,0.5590843898207511
116,-6.606,0.5562889678716474
117,-7.6579999999999995,0.5535075230322891
118,-1.6680000000000001,0.5507399854171277
119,-6.582000000000001,0.547986285490042
120,-2.619999999999999,0.5452463540625918
121,-6.606,0.5425201222922789
122,0.47000000000000064,0.5398075216808175
123,-7.9559999999999995,0.5371084840724134
124,0.6519999999999997,0.5344229416520513
125,-2.496,0.531750826943791
126,0.798,0.5290920728090721
127,-7.9559999999999995,0.5264466124450268
128,-5.914,0.5238143793828016
129,16.152,0.5211953074858876
130,7.017999999999999,0.5185893309484582
131,9.099999999999998,0.5159963842937159
132,-3.647999999999998,0.5134164023722473
133,-9.974,0.510849320360386
134,-2.3679999999999986,0.5082950737585841
135,10.041999999999998,0.5057535983897912
136,1.7780000000000005,0.5032248303978422
137,-3.419999999999998,0.500708706245853
138,-4.379999999999999,0.4982051627146237
139,-3.0559999999999983,0.49571413690105054
140,-7.9559999999999995,0.4932355662165453
141,-10.556000000000001,0.4907693883854626
142,-7.9559999999999995,0.4883155414435353
143,-9.529999999999998,0.4858739637363176
144,0.798,0.483444593917636
145,9.077999999999996,0.4810273709480478
146,-7.9559999999999995,0.47862223409330756
147,7.893999999999998,0.47622912292284103
148,0.79,0.4738479773082268
149,-11.495999999999999,0.47147873742168567
150,5.954000000000001,0.46912134373457726
151,2.9220000000000006,0.46677573701590436
152,7.6419999999999995,0.46444185833082485
153,-9.008,0.46211964903917074
154,-1.1879999999999997,0.4598090507939749
155,-6.236,0.457510005540005
156,-0.29599999999999993,0.45522245551230495
157,2.773999999999999,0.4529463432347434
158,-5.962,0.4506816115185697
159,-9.008,0.4484282034609769
160,-1.588,0.446186062443672
161,-9.008,0.4439551321314536
162,-7.9559999999999995,0.4417353564707963
163,23.671999999999997,0.43952667968844233
164,-6.506,0.43732904629000013
165,4.262000000000002,0.4351424010585501
166,-6.236,0.43296668905325736
167,-8.82,0.43080185560799106
168,-0.4640000000000004,0.4286478463299511
169,14.133999999999997,0.42650460709830135
170,-8.709999999999999,0.42437208406280985
171,6.9239999999999995,0.4222502236424958
172,-6.574,0.42013897252428334
173,0.14800000000000257,0.4180382776616619
174,-5.926,0.4159480862733536
175,11.549999999999995,0.41386834584198684
176,-1.1879999999999997,0.4117990041127769
177,-10.059999999999999,0.40974000909221303
178,4.202000000000002,0.40769130904675194
179,-10.04,0.40565285250151817
180,-7.9559999999999995,0.4036245882390106
181,5.84,0.4016064652978155
182,-1.7319999999999984,0.3995984329713264
183,-0.29599999999999993,0.3976004408064698
184,-7.587999999999998,0.39561243860243744
185,-1.9160000000000004,0.3936343764094253
186,-1.1879999999999997,0.39166620452737816
187,8.230000000000004,0.3897078735047413
188,7.981999999999999,0.3877593341372176
189,-10.018,0.3858205374665315
190,-4.739999999999998,0.38389143477919885
191,-2.5500000000000025,0.3819719776053028
192,-3.1659999999999995,0.3800621177172763
193,-3.5859999999999985,0.37816180712868996
194,0.19399999999999995,0.37627099809304654
195,-0.39999999999999947,0.3743896431025813
196,-7.9559999999999995,0.37251769488706843
197,-10.155999999999999,0.3706551064126331
198,0.6259999999999994,0.36880183088056995
199,-8.709999999999999,0.3669578217261671
200,-6.606,0.36512303261753626
201,-7.271999999999999,0.3632974174544486
202,24.788000000000004,0.3614809303671764
203,-7.9559999999999995,0.3596735257153405
204,-7.546,0.3578751580867638
205,-1.7939999999999983,0.35608578229633
206,-7.9559999999999995,0.3543053533848483
207,4.118,0.35253382661792404
208,-8.741999999999999,0.3507711574848344
209,9.083999999999996,0.34901730169741024
210,0.743999999999998,0.3472722151889232
211,-2.735999999999999,0.3455358541129786
212,5.643999999999999,0.3438081748424137
213,7.587999999999998,0.3420891339682016
214,-7.9559999999999995,0.3403786882983606
215,10.096,0.3386767948568688
216,-8.434,0.33698341088258443
217,0.07200000000000029,0.3352984938281715
218,5.520000000000001,0.33362200135903064
219,-0.8259999999999996,0.33195389135223546
220,7.516,0.3302941218954743
221,8.662000000000003,0.32864265128599696
222,-7.724,0.326999438029567
223,-7.9559999999999995,0.3253644408394192
224,-2.2380000000000013,0.3237376186352221
225,-7.9559999999999995,0.322118930542046
226,-7.9559999999999995,0.32050833588933575
227,24.633999999999997,0.31890579420988907
228,-2.3359999999999985,0.3173112652388396
229,23.778,0.3157247089126454
230,5.7059999999999995,0.3141460853680822
231,-9.408,0.3125753549412418
232,6.761999999999999,0.31101247816653554
233,-1.846,0.30945741577570285
234,0.5960000000000001,0.3079101286968243
235,-3.664,0.3063705780533402
236,-1.5919999999999992,0.30483872516307353
237,-2.466000000000001,0.3033145315372582
238,7.017999999999999,0.3017979588795719
239,-7.9559999999999995,0.30028896908517405
240,-3.579999999999999,0.2987875242397482
241,-0.29599999999999993,0.29729358661854943
242,5.941999999999998,0.29580711868545667
243,-7.9559999999999995,0.2943280830920294
244,-2.387999999999999,0.29285644267656924
245,-7.9559999999999995,0.2913921604631864
246,23.892,0.28993519966087045
247,-2.292,0.2884855236625661
248,-7.9559999999999995,0.28704309604425327
249,-1.1119999999999992,0.285607880564032
250,-8.36,0.28417984116121187
251,-7.9559999999999995,0.2827589419554058
252,-0.4379999999999997,0.28134514724562876
253,-7.232,0.2799384215094006
254,-7.9559999999999995,0.27853872940185365
255,-0.9140000000000006,0.27714603575484437
256,-7.36,0.2757603055760701
257,-7.9559999999999995,0.2743815040481898
258,-2.225999999999999,0.2730095965279488
259,0.08400000000000163,0.27164454854530906
260,-6.550000000000001,0.2702863258025825
261,9.238000000000003,0.2689348941735696
262,4.706,0.26759021970270175
263,16.622,0.2662522686041882
264,14.579999999999995,0.2649210072611673
265,24.092000000000002,0.26359640222486147
266,-6.574,0.26227842021373715
267,-0.4059999999999988,0.2609670281126685
268,-6.574,0.25966219297210513
269,-7.9559999999999995,0.2583638820072446
270,6.093999999999999,0.2570720625972084
271,-1.1879999999999997,0.25578670228422234
272,9.395999999999995,0.25450776877280124
273,-7.634,0.2532352299289372
274,-6.137999999999998,0.2519690537792925
275,-2.7059999999999995,0.2507092085103961
276,-3.9179999999999997,0.2494556624678441
277,-7.9559999999999995,0.24820838415550486
278,0.2020000000000004,0.24696734223472733
279,-7.9559999999999995,0.2457325055235537
280,-7.9559999999999995,0.24450384299593592
281,-2.225999999999999,0.24328132378095624
282,2.1219999999999986,0.24206491716205145
283,-6.606,0.2408545925762412
284,-7.9559999999999995,0.23965031961336
285,-7.546,0.2384520680152932
286,-6.314,0.23725980767521673
287,16.11,0.23607350863684065
288,-6.574,0.23489314109365644
289,5.9099999999999975,0.23371867538818816
290,-6.550000000000001,0.23255008201124722
291,14.951999999999998,0.231387331601191
292,8.29,0.23023039494318503
293,-7.9559999999999995,0.2290792429684691
294,5.124000000000002,0.22793384675362674
295,-7.9559999999999995,0.22679417751985861
296,-7.35,0.22566020663225933
297,5.077999999999998,0.22453190559909803
298,-7.9559999999999995,0.22340924607110255
299,-9.826,0.22229219984074702
300,6.202,0.2211807388415433
301,-7.546,0.22007483514733558
302,-7.9559999999999995,0.2189744609715989
303,-7.593999999999999,0.2178795886667409
304,-1.291999999999998,0.2167901907234072
305,8.599999999999998,0.21570623976979014
306,-5.564,0.21462770857094118
307,-10.712,0.21355457002808648
308,-6.606,0.21248679717794605
309,-8.806000000000001,0.21142436319205632
310,15.067999999999998,0.21036724137609603
311,-6.606,0.20931540516921554
312,-9.408,0.20826882814336947
313,-6.606,0.20722748400265262
314,7.493999999999998,0.20619134658263935
315,-2.6719999999999993,0.20516038984972615
316,0.9520000000000004,0.2041345879004775
317,-7.593999999999999,0.2031139149609751
318,6.801999999999999,0.20209834538617025
319,-7.784000000000001,0.2010878536592394
320,-7.9559999999999995,0.2000824143909432
321,12.197999999999997,0.19908200231898848
322,-1.1879999999999997,0.19808659230739353
323,-11.399999999999999,0.19709615934585656
324,-5.501999999999999,0.19611067854912728
325,-7.9559999999999995,0.19513012515638165
326,0.16199999999999992,0.19415447453059972
327,-9.408,0.19318370215794672
328,-1.1879999999999997,0.192217783647157
329,0.18599999999999905,0.1912566947289212
330,6.52,0.1903004112552766
331,14.605999999999998,0.18934890919900021
332,0.5960000000000001,0.18840216465300522
333,-0.3219999999999992,0.18746015382974018
334,0.2020000000000004,0.1865228530605915
335,-10.155999999999999,0.18559023879528855
336,7.596,0.1846622876013121
337,-0.29599999999999993,0.18373897616330553
