episode,reward,epsilon
0,-10.533999999999999,0.995
1,-8.136,0.990025
2,-8.282,0.985074875
3,-12.562,0.9801495006250001
4,-9.31,0.9752487531218751
5,-0.6519999999999984,0.9703725093562657
6,20.470000000000002,0.9655206468094844
7,-4.289999999999999,0.960693043575437
8,-3.51,0.9558895783575597
9,-9.235999999999999,0.9511101304657719
10,-0.4599999999999973,0.946354579813443
11,-9.456,0.9416228069143757
12,-0.46999999999999886,0.9369146928798039
13,-0.6859999999999982,0.9322301194154049
14,-0.6879999999999988,0.9275689688183278
15,-3.572,0.9229311239742362
16,-10.434000000000001,0.918316468354365
17,-10.506,0.9137248860125932
18,-9.456,0.9091562615825302
19,-6.143999999999998,0.9046104802746175
20,30.761999999999997,0.9000874278732445
21,8.144000000000002,0.8955869907338783
22,-0.661999999999999,0.8911090557802088
23,-8.145999999999999,0.8866535105013078
24,-10.905999999999999,0.8822202429488013
25,-8.207999999999998,0.8778091417340573
26,-18.12,0.8734200960253871
27,0.18400000000000238,0.8690529955452602
28,-8.599999999999998,0.8647077305675338
29,-8.306,0.8603841919146962
30,8.972000000000001,0.8560822709551227
31,-8.207999999999998,0.851801859600347
32,-15.553999999999998,0.8475428503023453
33,-8.282,0.8433051360508336
34,1.7660000000000022,0.8390886103705794
35,-9.596,0.8348931673187264
36,4.186,0.8307187014821328
37,-0.4599999999999973,0.8265651079747222
38,-8.207999999999998,0.8224322824348486
39,0.49400000000000155,0.8183201210226743
40,18.892,0.8142285204175609
41,-8.136,0.810157377815473
42,-0.5459999999999994,0.8061065909263957
43,-9.456,0.8020760579717637
44,-8.607999999999999,0.798065677681905
45,-9.26,0.7940753492934954
46,-9.456,0.7901049725470279
47,0.5300000000000029,0.7861544476842928
48,-15.696,0.7822236754458713
49,-9.456,0.778312557068642
50,-9.246,0.7744209942832988
51,6.644000000000001,0.7705488893118823
52,0.7540000000000031,0.7666961448653229
53,-3.0580000000000016,0.7628626641409962
54,10.302000000000003,0.7590483508202912
55,-1.0879999999999992,0.7552531090661897
56,-8.27,0.7514768435208588
57,-4.177999999999999,0.7477194593032545
58,-8.206,0.7439808620067382
59,11.010000000000003,0.7402609576967045
60,-8.161999999999999,0.736559652908221
61,-9.31,0.7328768546436799
62,-9.26,0.7292124703704616
63,12.334,0.7255664080186093
64,-9.31,0.7219385759785162
65,-7.131999999999997,0.7183288830986236
66,-8.414,0.7147372386831305
67,-15.367999999999999,0.7111635524897149
68,-0.9059999999999997,0.7076077347272662
69,-8.161999999999999,0.7040696960536299
70,-8.274,0.7005493475733617
71,0.5180000000000007,0.697046600835495
72,-9.293999999999999,0.6935613678313175
73,-0.8659999999999994,0.6900935609921609
74,-8.274,0.6866430931872001
75,3.2020000000000035,0.6832098777212641
